Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Other,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,StagnationScore,TenureRatio,PCA1,PCA2,PCA3,Attrition
55,1229,4,4,1501,4,30,3,3,4,16143,0,16,3,2,0,4,2,3,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.3333333333333333,0.75,-0.8324876878621166,0.27257836363868926,-0.20611059507829563,0
33,1099,4,4,1502,1,82,2,2,4,8192,8,11,3,4,0,8,5,3,5,4,0,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,0.625,-1.164119490043025,1.1318757215596578,-1.1001302145993574,0
47,571,14,3,1503,3,78,3,3,5,24200,3,17,3,3,1,11,4,2,5,4,1,2,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.2,0.45454545454545453,-0.48694251291641616,1.1108996450851694,0.061287750047271765,0
28,289,2,2,1504,3,38,2,1,2,5355,7,11,3,3,0,8,2,2,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.0,0.0,-2.898344555270439,1.5577706660825792,-1.1444230355954625,1
28,1423,1,3,1506,1,72,2,3,1,12530,1,14,3,4,1,1,2,1,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.0,1.0,-2.8828178394802415,-1.1952306302927431,-0.5257648857347827,0
28,467,7,3,1507,3,55,3,1,5,11827,0,14,3,4,0,5,5,3,4,2,1,3,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.25,0.8,-1.2814669363237734,-1.1601908403098944,-0.8583043055960532,0
49,271,3,2,1509,3,43,2,1,5,23070,4,25,4,1,1,10,3,3,3,2,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.3333333333333333,0.3,-0.9138587540598133,1.2265364022467213,3.562955326302834,0
29,410,2,1,1513,4,97,3,2,3,4668,0,13,3,3,3,4,3,3,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,0.75,-2.0599169822996437,-1.345816904552608,-0.8978581327647427,0
28,1083,29,1,1514,3,96,1,2,7,3173,1,14,3,2,2,8,2,2,8,6,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.125,1.0,0.1640319912632592,-1.805694676124942,-0.21925684765249376,0
33,516,8,5,1515,4,69,3,3,7,22049,2,17,3,1,0,14,6,3,0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,0.0,-1.7915180397925958,1.957460000073815,0.009442841138777787,0
32,495,10,3,1516,3,64,3,4,9,21072,2,25,4,2,0,10,5,4,5,2,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.0,0.5,-1.1385541131550347,0.38912866761113823,3.4580222544838084,0
54,1050,11,4,1520,2,87,3,4,10,24456,3,20,4,1,1,26,2,3,14,9,1,12,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,0.07142857142857142,0.5384615384615384,3.3438741975401776,1.5437841410832709,2.9216246837879853,0
29,224,1,4,1522,1,100,2,1,2,7568,6,13,3,3,0,11,2,1,9,7,0,7,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,0.8181818181818182,-0.1230404540893003,-0.2022097276683154,-0.6989397057627296,1
44,136,28,3,1523,4,32,3,1,10,22074,3,13,3,3,1,24,1,4,20,6,14,17,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7,0.8333333333333334,5.581409698004129,-0.4454447547220991,-0.8399686488257591,0
39,1089,6,3,1525,2,32,3,2,8,9150,4,18,3,4,0,9,3,3,2,0,2,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,1.0,0.2222222222222222,-0.7483500087742451,1.5136508159913258,0.03953594369559009,0
46,228,3,3,1527,3,51,3,2,10,11380,8,12,3,4,1,23,2,4,13,12,5,1,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.38461538461538464,0.5652173913043478,2.6792331072658273,2.060360993998025,-1.027207937676974,0
35,1029,16,3,1529,4,91,2,2,8,21195,1,19,3,4,0,11,3,1,11,8,3,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0.2727272727272727,1.0,0.9591483184334977,-0.8271320956684749,0.3217536257851707,0
23,507,20,1,1533,1,97,3,3,1,24812,0,14,3,2,0,5,2,3,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.25,0.8,-2.0589889508450945,-1.9313347762609705,-0.4996071374282034,0
40,676,9,4,1534,4,86,3,1,1,21831,3,14,3,2,0,15,3,1,5,4,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.2,0.3333333333333333,-1.1633070917513644,1.152623873599852,-0.5852521446382082,1
34,971,1,3,1535,4,64,2,3,8,12288,1,14,3,4,0,10,3,3,10,9,8,6,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,0.8,1.0,2.0863558080543045,-1.484023686238739,-0.8763464957972019,0
31,561,3,3,1537,4,33,3,3,4,4156,1,12,3,1,0,7,2,1,7,2,7,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0,1.0,0.46797373918555024,-1.9338658794416597,-1.1844524131023277,1
50,333,22,5,1539,3,88,1,4,10,24450,1,13,3,4,0,32,2,3,32,6,13,9,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.40625,1.0,5.978125612963637,0.10476543086784497,-0.6791966036183987,0
34,1440,7,2,1541,2,55,3,3,1,4944,0,25,4,2,1,12,4,3,11,10,5,7,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0.45454545454545453,0.9166666666666666,1.0372530839566303,-2.446953572592553,3.5137646396961313,0
42,1210,2,3,1542,3,68,2,2,5,24052,4,14,3,2,1,4,3,3,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,0.25,-2.175553293883513,1.6289931707750176,-0.45995411501019523,0
37,674,13,3,1543,1,47,3,4,5,3031,1,17,3,1,0,10,2,3,10,8,3,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.3,1.0,1.0323193476265309,-1.533706253528331,0.21740809464488567,0
29,441,8,1,1544,3,39,1,1,8,7288,3,13,3,3,1,9,3,3,7,7,0,7,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,0.7777777777777778,0.1856360602226543,-0.941460502455904,-0.6744354551008797,0
33,575,25,3,1545,4,44,2,2,5,24152,1,13,3,4,0,5,2,3,5,3,0,2,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,0.0,1.0,-1.148534825150364,-0.9305667856168579,-0.7914177904630746,0
45,950,28,3,1546,4,97,3,4,1,4585,4,20,4,4,1,8,3,3,5,4,0,3,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.625,-1.1296452206343646,0.2639093942812351,2.636763397367878,0
42,288,2,3,1547,4,40,3,4,9,18611,2,14,3,3,1,24,3,1,20,8,13,9,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.65,0.8333333333333334,4.475830802816031,-0.5110132591623721,-0.7629378811820057,0
40,1342,9,2,1548,1,47,3,1,6,19345,0,12,3,4,0,9,5,4,8,4,7,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.875,0.8888888888888888,0.5354302730325442,-0.9803843185102725,-1.1678696726528162,0
33,589,28,4,1549,2,79,3,3,6,22949,1,12,3,2,1,15,3,3,15,14,5,7,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.3333333333333333,1.0,2.6769894255741917,-1.4850896221267516,-0.7862631253523354,0
40,898,6,2,1550,3,38,3,4,10,17381,1,21,4,4,0,21,2,3,21,7,7,7,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,0.3333333333333333,1.0,3.315275285327015,-0.9374594636380863,2.602423489251204,0
24,350,21,2,1551,3,57,2,1,1,10036,0,14,3,2,3,2,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.5,-2.9772904899896755,-1.188799329137253,-0.4396255503409106,0
40,1142,8,2,1552,4,72,3,4,4,8841,3,18,3,3,0,8,2,3,2,2,2,2,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1.0,0.25,-1.108603633237199,0.6628989654951895,0.05006676113367054,0
45,538,1,4,1553,1,66,3,2,8,20933,1,12,3,1,3,10,4,3,10,8,7,7,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.7,1.0,2.339503938174708,-0.7388019868027527,-0.9261455005365519,0
35,1402,28,4,1554,2,98,2,3,2,26204,0,23,4,1,2,6,5,3,5,3,4,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.8,0.8333333333333334,-0.728226860355113,-1.323924363135547,3.2619462010361557,0
32,824,5,2,1555,4,67,2,2,7,15624,3,12,3,1,1,12,2,3,7,1,2,5,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.2857142857142857,0.5833333333333334,-0.30842385731433164,0.09968367319338933,-0.907895189985482,0
36,1157,2,4,1556,3,70,3,4,2,17001,3,21,4,4,0,7,3,2,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.3333333333333333,0.42857142857142855,-1.6089339084410197,0.42729500432374345,2.5713543886014256,0
48,492,16,4,1557,3,96,3,3,7,13693,8,14,3,3,1,18,2,3,8,7,7,7,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0.875,0.4444444444444444,2.2782650307847554,1.9501978847682557,-0.5739370579122226,0
29,598,9,3,1558,3,91,4,3,2,22376,6,18,3,1,2,5,2,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.2,-2.860691483234002,1.2843129655923688,0.2730999553699694,0
33,1242,8,4,1560,1,46,3,1,7,10589,2,13,3,4,1,8,6,1,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1.0,0.25,-0.7911102916063129,0.8212855177920895,-0.8864053977543557,0
30,740,1,3,1562,2,64,2,1,8,5323,1,11,3,4,1,10,4,3,10,8,6,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6,1.0,1.7123194927644125,-1.5560494753255898,-1.3446194730141316,1
38,888,10,4,1563,3,71,3,3,7,14814,3,11,3,3,0,10,2,3,6,3,1,2,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.16666666666666666,0.6,-0.4401678477445497,0.8577158292836625,-1.1438275088749832,0
35,992,1,3,1564,4,68,2,1,2,21731,1,19,3,2,0,3,3,3,3,0,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0.3333333333333333,1.0,-1.8726509681970227,-1.1416039474081872,0.1990493669191783,0
30,1288,29,4,1568,3,33,3,2,8,17799,3,12,3,2,1,9,3,3,4,2,1,3,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.25,0.4444444444444444,-0.7146853085000099,0.7269257979978082,-0.7682709387265677,0
35,104,2,3,1569,1,69,3,1,1,26619,1,12,3,4,1,1,2,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.0,1.0,-2.6055976613966685,-0.8440308143244043,-1.1193168955034585,1
53,607,2,5,1572,3,78,2,4,9,14618,0,16,3,2,1,34,4,3,33,7,1,9,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.030303030303030304,0.9705882352941176,4.649257943198174,0.4142659859149038,0.003025046826936749,1
38,903,2,3,1573,3,81,3,2,5,7653,4,11,3,1,2,7,2,3,5,2,1,4,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.2,0.7142857142857143,-0.7752496522641424,0.28693906281975123,-1.0719670823818472,1
32,1200,1,4,1574,4,62,3,1,4,25174,4,14,3,2,1,9,3,2,6,5,1,2,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.16666666666666666,0.6666666666666666,-0.7616918867691506,0.32144929083371643,-0.6667452751083336,0
48,1108,15,4,1576,3,65,3,1,2,16530,8,12,3,4,1,10,3,2,8,2,7,6,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.875,0.8,0.8156146127800509,0.9503344017733116,-1.1078688892840942,0
34,479,7,4,1577,1,35,3,4,3,22061,1,13,3,3,0,1,4,1,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,0.0,1.0,-2.4182222110600367,-0.7958541967723254,-0.7719631887443112,0
55,685,26,5,1578,3,60,2,4,10,23037,1,21,4,3,1,36,3,3,36,6,2,13,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.05555555555555555,1.0,5.649909487156856,0.4623198926303166,3.035108997744061,0
34,1351,1,4,1580,2,45,3,4,6,13008,9,17,3,2,1,9,3,2,2,2,2,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1.0,0.2222222222222222,-0.9662507174096615,2.1480590214107513,-0.0010624862207624943,0
26,474,3,3,1581,1,89,3,4,1,11133,1,21,4,1,0,1,5,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,1.0,-3.004706670647971,-1.8078316616418189,2.6971256946599413,0
38,1245,14,3,1582,3,80,3,2,9,12355,0,11,3,4,1,10,3,3,9,8,7,7,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.7777777777777778,0.9,2.104260750676123,-1.022163214759142,-1.300634863654446,0
38,437,16,3,1583,2,90,3,2,4,16379,2,12,3,2,0,8,5,4,3,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.3333333333333333,0.375,-1.3226013614344092,0.4409541950254108,-0.9446681376899915,0
36,884,1,4,1585,2,73,3,3,7,21447,6,13,3,1,0,15,5,3,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,0.06666666666666667,-1.6325936777968497,2.7021310958587934,-0.6335981703991461,0
29,1370,3,1,1586,2,87,3,1,5,16213,1,18,3,4,0,10,3,3,10,9,1,5,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.1,1.0,0.23807522793187805,-1.6789671216790478,0.08804603405853793,0
35,670,10,4,1587,1,51,3,3,7,4223,3,16,3,3,0,10,4,3,5,2,0,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,0.0,0.5,-0.727671776182327,0.7072576870915463,-0.07800097427183511,0
39,1462,6,3,1588,4,38,4,3,8,4658,2,11,3,1,1,11,3,3,7,6,7,6,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1.0,0.6363636363636364,1.549548476131097,-0.2905954827997999,-1.2653387617586052,0
29,995,2,1,1590,1,87,3,4,8,24483,1,19,3,4,1,6,0,4,6,4,1,3,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.16666666666666666,1.0,-0.6109104593208454,-1.0885398009517402,0.3512162337861816,0
50,264,9,3,1591,3,59,3,3,10,19519,4,16,3,3,1,27,2,3,1,0,0,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.0,0.037037037037037035,-0.3270354904878617,3.6842063325824173,-0.014423306017776959,0
23,977,10,3,1592,4,45,4,3,1,12826,2,16,3,4,1,4,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1.0,0.5,-1.8546309486423802,-0.8698240592012275,-0.566220982557293,0
36,1302,6,4,1594,1,80,4,1,6,19711,3,13,3,4,1,9,3,3,3,2,0,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,0.3333333333333333,-1.2732941970047773,1.4936080369436802,-0.7634101427578538,0
42,1059,9,2,1595,4,93,2,4,10,26362,8,22,4,4,0,24,2,3,1,0,0,1,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.0,0.041666666666666664,-0.7139735576602586,3.6744066909777264,3.0188027215339326,0
35,750,28,3,1596,2,46,4,3,4,25348,1,17,3,4,2,10,3,2,10,9,6,8,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.6,1.0,1.6262213601457973,-1.663520756813966,-0.032209887682193475,0
34,653,10,4,1597,4,92,2,3,6,15332,1,14,3,2,1,8,3,2,8,2,7,7,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.875,1.0,0.9204938018927998,-1.2673931880516962,-0.7417598727068256,0
40,118,14,2,1598,4,84,3,1,5,11262,1,15,3,3,1,5,2,3,5,4,1,2,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.2,1.0,-0.7574514732277324,-0.9287079697894598,-0.513282275632958,0
43,990,27,3,1599,4,87,4,2,5,5855,5,12,3,3,1,8,0,3,6,4,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.75,-0.6608458202212295,0.8678008060598045,-0.8325247789999971,0
35,1349,7,2,1601,3,63,2,4,2,7713,1,18,3,4,1,1,5,2,1,0,0,1,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,1.0,-2.552105511988663,-1.3002640298811734,0.16457237341253345,0
46,563,1,4,1602,4,56,4,1,10,3156,1,15,3,2,0,27,5,1,26,0,0,12,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0.0,0.9629629629629629,3.0575228681796576,0.2806348078912241,-0.4688133424272343,0
28,329,24,3,1604,3,51,3,2,2,7324,1,17,3,3,3,1,3,3,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.0,1.0,-2.529025662534631,-1.4459126387409296,0.027619300636233482,1
22,457,26,2,1605,2,85,2,3,3,10293,1,14,3,2,0,4,2,2,4,2,1,3,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0.25,1.0,-1.7418709142139037,-2.0094244827684715,-0.4398521336566092,0
50,1234,20,5,1606,2,41,3,3,9,20689,2,15,3,3,1,32,3,3,30,8,12,13,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.4,0.9375,6.2504178731044435,0.11765719745654635,-0.2203569923432313,0
32,634,5,4,1607,2,35,4,4,3,18783,3,17,3,4,2,6,3,3,3,2,0,2,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0,0.5,-1.7632543735195723,0.3921107016043092,-0.07316609318028447,0
44,1313,7,3,1608,2,31,3,4,10,3549,0,14,3,4,1,23,4,2,22,7,1,10,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0.045454545454545456,0.9565217391304348,3.190290510913031,-0.4368624554222415,-0.42834698656720355,0
30,241,7,3,1609,2,48,2,2,1,5348,1,12,3,2,1,6,3,2,6,4,1,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.16666666666666666,1.0,-1.4311531147407115,-1.6570319482302287,-0.9218988083118392,0
45,1015,5,5,1611,3,50,1,1,7,23447,1,14,3,1,0,10,3,3,10,7,1,4,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.1,1.0,0.893941576051503,-0.19341812439360595,-0.41285541356971645,0
45,336,26,3,1612,1,52,2,1,5,24162,1,15,3,1,1,10,2,3,10,7,4,5,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.4,1.0,1.1442923855736429,-0.9354410969832249,-0.09332253543690727,0
31,715,2,4,1613,4,54,3,1,6,21602,7,13,3,4,0,10,3,3,5,2,0,3,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0.0,0.5,-1.008194610627346,1.4814482127643624,-0.9840465726435526,0
36,559,12,4,1614,3,76,3,3,5,12421,9,12,3,2,2,7,2,3,3,2,1,1,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.3333333333333333,0.42857142857142855,-1.2602990997432337,1.9129244597778374,-0.8799958235076083,0
34,426,10,4,1615,3,42,4,4,5,17000,1,13,3,1,1,9,3,3,9,7,7,2,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.7777777777777778,1.0,0.9239519478050773,-1.3771856143331433,-0.9190841269303103,0
49,722,25,4,1617,3,84,3,1,3,22102,1,14,3,4,1,10,3,2,9,6,1,4,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.1111111111111111,0.9,0.2907880550317548,-0.08372519156112394,-0.520564633601994,0
39,1387,10,5,1618,2,76,3,1,6,3835,2,13,3,4,3,10,3,3,7,7,7,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,1.0,0.7,1.7304356530214127,-0.1354870044792105,-0.8684542565560965,0
27,1302,19,3,1619,4,67,2,1,4,16290,1,11,3,1,2,7,3,3,7,7,0,7,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,1.0,-0.20698149667240298,-1.7091268292045543,-0.9696476598104605,0
35,819,18,5,1621,2,48,4,1,6,26312,1,11,3,4,0,16,2,3,16,15,1,10,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.0625,1.0,2.8388617608110605,-0.9680788982343648,-1.1616953959217216,0
28,580,27,3,1622,2,39,1,1,5,20460,0,21,4,2,1,6,5,2,5,3,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,0.8333333333333334,-1.584688992341302,-1.305053465954423,2.9386175735906988,0
21,546,5,1,1623,3,97,3,4,3,26009,1,18,3,3,0,3,2,3,2,2,2,2,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,1.0,0.6666666666666666,-1.8989686760202595,-1.6111366845341526,-0.1390108360553866,0
18,544,3,2,1624,2,70,3,4,1,18420,1,12,3,3,0,0,2,4,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.0,0.0,-3.7090808963100574,-0.2811293420859034,-1.0422607175800251,1
47,1176,26,4,1625,4,98,3,3,10,5220,3,11,3,3,1,27,2,3,5,2,1,0,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.2,0.18518518518518517,0.42377434056272417,3.0796267588907975,-0.8867116854712526,0
39,170,3,2,1627,3,76,2,3,3,10302,0,15,3,4,1,11,3,3,10,8,0,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.0,0.9090909090909091,0.38760726941911106,-1.4574122527436364,-0.43082008962340507,0
40,884,15,3,1628,1,80,2,3,9,25800,1,13,3,4,2,18,2,3,18,15,14,12,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.7777777777777778,1.0,5.381796011965286,-1.552498805704838,-0.7192322097592677,0
