Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Rarely,824,Other,5,2,Life Sciences,1555,4,Female,67,2,Research Scientist,2,Married,7,15624,3,No,12,3,1,1,12,2,3,7,1,2,5,0
36,Travel_Rarely,1157,Sales,2,4,Life Sciences,1556,3,Male,70,3,Sales Representative,4,Single,2,17001,3,Yes,21,4,4,0,7,3,2,3,2,1,2,0
48,Travel_Rarely,492,Sales,16,4,Life Sciences,1557,3,Female,96,3,Sales Executive,3,Divorced,7,13693,8,No,14,3,3,1,18,2,3,8,7,7,7,0
29,Travel_Rarely,598,Other,9,3,Life Sciences,1558,3,Male,91,4,Research Scientist,3,Married,2,22376,6,No,18,3,1,2,5,2,2,1,0,0,0,0
33,Travel_Rarely,1242,Sales,8,4,Life Sciences,1560,1,Male,46,3,Sales Executive,1,Married,7,10589,2,No,13,3,4,1,8,6,1,2,2,2,2,0
30,Travel_Rarely,740,Sales,1,3,Life Sciences,1562,2,Male,64,2,Sales Executive,1,Married,8,5323,1,No,11,3,4,1,10,4,3,10,8,6,7,1
38,Travel_Frequently,888,Human Resources,10,4,Human Resources,1563,3,Male,71,3,Human Resources,3,Married,7,14814,3,No,11,3,3,0,10,2,3,6,3,1,2,0
35,Travel_Rarely,992,Other,1,3,Medical,1564,4,Male,68,2,Laboratory Technician,1,Single,2,21731,1,No,19,3,2,0,3,3,3,3,0,1,2,0
30,Travel_Rarely,1288,Sales,29,4,Technical Degree,1568,3,Male,33,3,Sales Executive,2,Married,8,17799,3,No,12,3,2,1,9,3,3,4,2,1,3,0
35,Travel_Rarely,104,Other,2,3,Life Sciences,1569,1,Female,69,3,Laboratory Technician,1,Divorced,1,26619,1,Yes,12,3,4,1,1,2,3,1,0,0,0,1
53,Travel_Rarely,607,Other,2,5,Technical Degree,1572,3,Female,78,2,Manufacturing Director,4,Married,9,14618,0,No,16,3,2,1,34,4,3,33,7,1,9,1
38,Travel_Rarely,903,Other,2,3,Medical,1573,3,Male,81,3,Manufacturing Director,2,Married,5,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,1
32,Non-Travel,1200,Other,1,4,Technical Degree,1574,4,Male,62,3,Research Scientist,1,Married,4,25174,4,No,14,3,2,1,9,3,2,6,5,1,2,0
48,Travel_Rarely,1108,Other,15,4,Other,1576,3,Female,65,3,Research Scientist,1,Married,2,16530,8,No,12,3,4,1,10,3,2,8,2,7,6,0
34,Travel_Rarely,479,Other,7,4,Medical,1577,1,Male,35,3,Research Scientist,4,Single,3,22061,1,No,13,3,3,0,1,4,1,1,0,0,0,0
55,Travel_Rarely,685,Sales,26,5,Marketing,1578,3,Male,60,2,Manager,4,Married,10,23037,1,No,21,4,3,1,36,3,3,36,6,2,13,0
34,Travel_Rarely,1351,Other,1,4,Life Sciences,1580,2,Male,45,3,Research Scientist,4,Married,6,13008,9,No,17,3,2,1,9,3,2,2,2,2,1,0
26,Travel_Rarely,474,Other,3,3,Life Sciences,1581,1,Female,89,3,Research Scientist,4,Married,1,11133,1,No,21,4,1,0,1,5,3,1,0,0,0,0
38,Travel_Rarely,1245,Sales,14,3,Life Sciences,1582,3,Male,80,3,Sales Executive,2,Married,9,12355,0,No,11,3,4,1,10,3,3,9,8,7,7,0
38,Travel_Rarely,437,Sales,16,3,Life Sciences,1583,2,Female,90,3,Sales Executive,2,Single,4,16379,2,No,12,3,2,0,8,5,4,3,2,1,2,0
36,Travel_Rarely,884,Sales,1,4,Life Sciences,1585,2,Female,73,3,Sales Executive,3,Single,7,21447,6,No,13,3,1,0,15,5,3,1,0,0,0,0
29,Travel_Rarely,1370,Other,3,1,Medical,1586,2,Male,87,3,Laboratory Technician,1,Single,5,16213,1,Yes,18,3,4,0,10,3,3,10,9,1,5,0
35,Travel_Rarely,670,Other,10,4,Medical,1587,1,Female,51,3,Healthcare Representative,3,Single,7,4223,3,Yes,16,3,3,0,10,4,3,5,2,0,4,0
39,Travel_Rarely,1462,Sales,6,3,Medical,1588,4,Male,38,4,Sales Executive,3,Married,8,4658,2,No,11,3,1,1,11,3,3,7,6,7,6,0
29,Travel_Frequently,995,Other,2,1,Life Sciences,1590,1,Male,87,3,Healthcare Representative,4,Divorced,8,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,0
50,Travel_Rarely,264,Sales,9,3,Marketing,1591,3,Male,59,3,Manager,3,Married,10,19519,4,Yes,16,3,3,1,27,2,3,1,0,0,0,0
23,Travel_Rarely,977,Other,10,3,Technical Degree,1592,4,Male,45,4,Research Scientist,3,Married,1,12826,2,No,16,3,4,1,4,2,3,2,2,2,2,0
36,Travel_Frequently,1302,Other,6,4,Life Sciences,1594,1,Male,80,4,Laboratory Technician,1,Married,6,19711,3,Yes,13,3,4,1,9,3,3,3,2,0,2,0
42,Travel_Rarely,1059,Other,9,2,Other,1595,4,Male,93,2,Manager,4,Single,10,26362,8,No,22,4,4,0,24,2,3,1,0,0,1,0
35,Travel_Rarely,750,Other,28,3,Life Sciences,1596,2,Male,46,4,Laboratory Technician,3,Married,4,25348,1,No,17,3,4,2,10,3,2,10,9,6,8,0
34,Travel_Frequently,653,Other,10,4,Technical Degree,1597,4,Male,92,2,Healthcare Representative,3,Married,6,15332,1,No,14,3,2,1,8,3,2,8,2,7,7,0
40,Travel_Rarely,118,Sales,14,2,Life Sciences,1598,4,Female,84,3,Sales Executive,1,Married,5,11262,1,No,15,3,3,1,5,2,3,5,4,1,2,0
43,Travel_Rarely,990,Other,27,3,Technical Degree,1599,4,Male,87,4,Laboratory Technician,2,Divorced,5,5855,5,No,12,3,3,1,8,0,3,6,4,0,2,0
35,Travel_Rarely,1349,Other,7,2,Life Sciences,1601,3,Male,63,2,Laboratory Technician,4,Married,2,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,0
46,Travel_Rarely,563,Sales,1,4,Life Sciences,1602,4,Male,56,4,Manager,1,Single,10,3156,1,No,15,3,2,0,27,5,1,26,0,0,12,0
28,Travel_Rarely,329,Other,24,3,Medical,1604,3,Male,51,3,Laboratory Technician,2,Married,2,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,1
22,Non-Travel,457,Other,26,2,Other,1605,2,Female,85,2,Research Scientist,3,Married,3,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3,0
50,Travel_Frequently,1234,Other,20,5,Medical,1606,2,Male,41,3,Healthcare Representative,3,Married,9,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13,0
32,Travel_Rarely,634,Other,5,4,Other,1607,2,Female,35,4,Research Scientist,4,Married,3,18783,3,No,17,3,4,2,6,3,3,3,2,0,2,0
44,Travel_Rarely,1313,Other,7,3,Medical,1608,2,Female,31,3,Research Director,4,Divorced,10,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10,0
30,Travel_Rarely,241,Other,7,3,Medical,1609,2,Male,48,2,Research Scientist,2,Married,1,5348,1,No,12,3,2,1,6,3,2,6,4,1,1,0
45,Travel_Rarely,1015,Other,5,5,Medical,1611,3,Female,50,1,Laboratory Technician,1,Single,7,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4,0
45,Non-Travel,336,Sales,26,3,Marketing,1612,1,Male,52,2,Sales Executive,1,Married,5,24162,1,No,15,3,1,1,10,2,3,10,7,4,5,0
31,Travel_Frequently,715,Sales,2,4,Other,1613,4,Male,54,3,Sales Executive,1,Single,6,21602,7,No,13,3,4,0,10,3,3,5,2,0,3,0
36,Travel_Rarely,559,Other,12,4,Life Sciences,1614,3,Female,76,3,Manufacturing Director,3,Married,5,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1,0
34,Travel_Frequently,426,Other,10,4,Life Sciences,1615,3,Male,42,4,Manufacturing Director,4,Divorced,5,17000,1,No,13,3,1,1,9,3,3,9,7,7,2,0
49,Travel_Rarely,722,Other,25,4,Life Sciences,1617,3,Female,84,3,Laboratory Technician,1,Married,3,22102,1,No,14,3,4,1,10,3,2,9,6,1,4,0
39,Travel_Rarely,1387,Other,10,5,Medical,1618,2,Male,76,3,Manufacturing Director,1,Married,6,3835,2,No,13,3,4,3,10,3,3,7,7,7,7,0
27,Travel_Rarely,1302,Other,19,3,Other,1619,4,Male,67,2,Laboratory Technician,1,Divorced,4,16290,1,No,11,3,1,2,7,3,3,7,7,0,7,0
35,Travel_Rarely,819,Other,18,5,Life Sciences,1621,2,Male,48,4,Research Scientist,1,Married,6,26312,1,No,11,3,4,0,16,2,3,16,15,1,10,0
28,Travel_Rarely,580,Other,27,3,Medical,1622,2,Female,39,1,Manufacturing Director,1,Divorced,5,20460,0,No,21,4,2,1,6,5,2,5,3,0,0,0
21,Travel_Rarely,546,Other,5,1,Medical,1623,3,Male,97,3,Research Scientist,4,Single,3,26009,1,No,18,3,3,0,3,2,3,2,2,2,2,0
18,Travel_Frequently,544,Sales,3,2,Medical,1624,2,Female,70,3,Sales Representative,4,Single,1,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0,1
47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,4,Female,98,3,Manager,3,Married,10,5220,3,No,11,3,3,1,27,2,3,5,2,1,0,0
39,Travel_Rarely,170,Other,3,2,Medical,1627,3,Male,76,2,Laboratory Technician,3,Divorced,3,10302,0,No,15,3,4,1,11,3,3,10,8,0,7,0
40,Travel_Rarely,884,Other,15,3,Life Sciences,1628,1,Female,80,2,Manufacturing Director,3,Married,9,25800,1,No,13,3,4,2,18,2,3,18,15,14,12,0
35,Non-Travel,208,Other,8,4,Life Sciences,1630,3,Female,52,3,Healthcare Representative,3,Married,4,12250,1,No,12,3,4,1,15,5,3,14,11,2,9,0
37,Travel_Rarely,671,Other,19,3,Life Sciences,1631,3,Male,85,3,Manufacturing Director,3,Married,7,26493,3,No,17,3,1,3,9,2,2,4,3,0,2,0
39,Travel_Frequently,711,Other,4,3,Medical,1633,1,Female,81,3,Manufacturing Director,3,Single,6,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,0
45,Travel_Rarely,1329,Other,2,2,Other,1635,4,Female,59,2,Manufacturing Director,4,Divorced,7,5388,1,No,19,3,1,2,10,3,3,10,7,3,9,0
38,Travel_Rarely,397,Other,2,2,Medical,1638,4,Female,54,2,Manufacturing Director,3,Married,8,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2,0
35,Travel_Rarely,737,Sales,10,3,Medical,1639,4,Male,55,2,Sales Executive,1,Married,9,21530,9,No,17,3,3,0,15,3,3,13,12,6,0,1
37,Travel_Rarely,1470,Other,10,3,Medical,1640,2,Female,71,3,Research Scientist,2,Married,4,9953,1,No,11,3,1,1,8,2,1,8,4,7,7,0
40,Travel_Rarely,448,Other,16,3,Life Sciences,1641,3,Female,84,3,Manufacturing Director,4,Single,8,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3,0
44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1,Male,37,3,Human Resources,4,Married,6,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2,0
48,Travel_Frequently,365,Other,4,5,Medical,1644,3,Male,89,2,Manager,4,Married,10,5602,2,No,25,4,2,1,23,3,3,2,2,2,2,0
35,Travel_Rarely,763,Sales,15,2,Medical,1645,1,Male,59,1,Sales Executive,4,Divorced,6,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2,1
24,Travel_Frequently,567,Other,2,1,Technical Degree,1646,1,Female,32,3,Research Scientist,4,Single,4,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3,0
27,Travel_Rarely,486,Other,8,3,Medical,1647,2,Female,86,4,Research Scientist,3,Married,4,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,0
27,Travel_Frequently,591,Other,2,3,Medical,1648,4,Male,87,3,Research Scientist,4,Single,2,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,0
40,Travel_Rarely,1329,Other,7,3,Life Sciences,1649,1,Male,73,3,Laboratory Technician,1,Single,1,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,1
29,Travel_Rarely,469,Sales,10,3,Medical,1650,3,Male,42,2,Sales Executive,3,Single,7,23413,9,No,11,3,3,0,8,2,3,5,2,1,4,0
36,Travel_Rarely,711,Other,5,4,Life Sciences,1651,2,Female,42,3,Healthcare Representative,1,Married,8,22792,4,No,12,3,3,2,9,6,3,3,2,0,2,0
25,Travel_Frequently,772,Other,2,1,Life Sciences,1653,4,Male,77,4,Manufacturing Director,3,Divorced,6,4973,1,No,17,3,3,2,7,6,3,7,7,0,7,0
39,Travel_Rarely,492,Other,12,3,Medical,1654,4,Male,66,3,Manufacturing Director,2,Married,6,7693,4,No,21,4,3,0,7,3,3,5,4,1,0,0
49,Travel_Rarely,301,Other,22,4,Other,1655,1,Female,72,3,Research Director,2,Married,10,3498,3,No,16,3,2,2,27,2,3,4,2,1,2,0
50,Travel_Rarely,813,Other,17,5,Life Sciences,1656,4,Female,50,2,Research Director,1,Divorced,9,21981,5,No,15,3,3,3,19,3,3,14,11,1,11,0
20,Travel_Rarely,1141,Sales,2,3,Medical,1657,3,Female,31,3,Sales Representative,3,Single,3,13251,1,No,19,3,1,0,2,3,3,2,2,2,2,0
34,Travel_Rarely,1130,Other,3,3,Life Sciences,1658,4,Female,66,3,Research Scientist,2,Divorced,6,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,0
36,Travel_Rarely,311,Other,7,3,Life Sciences,1659,1,Male,77,3,Laboratory Technician,2,Single,1,10950,2,No,11,3,3,0,15,4,3,4,3,1,3,0
49,Travel_Rarely,465,Other,6,1,Life Sciences,1661,3,Female,41,2,Healthcare Representative,3,Married,10,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12,0
36,Non-Travel,894,Other,1,4,Medical,1662,4,Female,33,2,Manufacturing Director,3,Married,5,15411,0,No,15,3,3,0,4,6,3,3,2,1,2,0
36,Travel_Rarely,1040,Other,3,2,Life Sciences,1664,4,Male,79,4,Healthcare Representative,1,Divorced,7,26308,6,No,20,4,1,1,13,3,3,5,4,0,4,0
54,Travel_Rarely,584,Other,22,5,Medical,1665,2,Female,91,3,Manager,3,Married,10,18685,3,No,25,4,3,1,36,6,3,10,8,4,7,0
43,Travel_Rarely,1291,Other,15,2,Life Sciences,1666,3,Male,65,2,Research Director,3,Married,10,3525,1,No,24,4,1,1,14,3,3,14,10,6,11,0
35,Travel_Frequently,880,Sales,12,4,Other,1667,4,Male,36,3,Sales Executive,4,Single,5,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7,1
38,Travel_Frequently,1189,Other,1,3,Life Sciences,1668,4,Male,90,3,Research Scientist,4,Married,5,9867,7,No,15,3,4,2,19,4,4,13,11,2,9,0
29,Travel_Rarely,991,Sales,5,3,Medical,1669,1,Male,43,2,Sales Executive,2,Divorced,4,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9,0
33,Travel_Rarely,392,Sales,2,4,Medical,1670,4,Male,93,3,Sales Executive,4,Divorced,6,3921,1,No,14,3,3,2,6,5,3,6,2,0,4,0
32,Travel_Rarely,977,Other,2,3,Medical,1671,4,Male,45,3,Research Scientist,2,Divorced,6,25518,0,No,13,3,3,2,10,4,2,9,5,1,6,0
31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1,Female,67,3,Sales Executive,4,Married,6,22589,1,No,11,3,1,2,10,2,3,10,0,0,2,0
49,Travel_Rarely,464,Other,16,3,Medical,1674,4,Female,74,3,Laboratory Technician,1,Divorced,2,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2,0
38,Travel_Frequently,148,Other,2,3,Medical,1675,4,Female,42,2,Laboratory Technician,2,Single,2,23826,1,No,22,4,2,0,4,3,3,4,3,3,3,0
47,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2,Female,47,4,Manager,2,Divorced,10,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,0
49,Travel_Rarely,809,Other,1,3,Life Sciences,1677,3,Male,36,3,Manager,3,Single,10,22384,4,No,14,3,1,0,23,2,3,8,7,0,0,0
41,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4,Male,80,3,Sales Executive,3,Single,8,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2,0
20,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4,Male,54,3,Sales Representative,1,Single,3,21082,1,No,11,3,1,0,2,3,3,2,2,0,2,0
33,Non-Travel,530,Sales,16,3,Life Sciences,1681,3,Female,36,3,Sales Executive,4,Divorced,6,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2,0
36,Travel_Rarely,1351,Other,26,4,Life Sciences,1682,1,Male,80,3,Healthcare Representative,3,Married,6,7419,6,No,14,3,2,2,10,2,2,3,2,0,2,0
44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3,Female,44,3,Human Resources,4,Divorced,3,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2,0
23,Travel_Rarely,1320,Other,8,1,Medical,1684,4,Male,93,2,Laboratory Technician,3,Single,4,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2,1
38,Travel_Rarely,1495,Other,4,2,Medical,1687,4,Female,87,3,Laboratory Technician,3,Married,3,26176,7,No,19,3,4,1,7,5,2,0,0,0,0,0
53,Travel_Rarely,1395,Other,24,4,Medical,1689,2,Male,48,4,Healthcare Representative,4,Married,8,3458,3,No,15,3,3,0,11,2,3,4,3,1,2,0
48,Travel_Frequently,708,Sales,7,2,Medical,1691,4,Female,95,3,Sales Representative,3,Married,2,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7,1
32,Travel_Rarely,1259,Other,2,4,Life Sciences,1692,4,Male,95,3,Laboratory Technician,2,Single,1,24852,1,No,12,3,1,0,1,2,3,1,0,0,0,1
26,Non-Travel,786,Other,7,3,Medical,1693,4,Male,76,3,Laboratory Technician,4,Single,2,11925,1,No,20,4,3,0,7,5,3,7,7,5,7,0
55,Travel_Rarely,1441,Other,22,3,Technical Degree,1694,1,Male,94,2,Research Scientist,2,Divorced,4,23737,5,No,12,3,4,1,8,1,3,4,2,1,2,0
34,Travel_Rarely,1157,Other,5,2,Medical,1696,2,Male,57,2,Laboratory Technician,4,Married,4,11912,1,No,14,3,3,1,15,3,4,15,10,4,13,0
60,Travel_Rarely,370,Other,1,4,Medical,1697,3,Male,92,1,Healthcare Representative,4,Divorced,9,20467,3,No,20,4,3,1,19,2,4,1,0,0,0,0
33,Travel_Rarely,267,Other,21,3,Medical,1698,2,Male,79,4,Laboratory Technician,2,Married,1,13637,1,No,18,3,4,3,14,6,3,14,11,2,13,0
37,Travel_Frequently,1278,Sales,1,4,Medical,1700,3,Male,31,1,Sales Executive,4,Divorced,8,7677,1,No,14,3,3,2,6,2,2,6,3,1,3,0
34,Travel_Rarely,678,Other,19,3,Life Sciences,1701,2,Female,35,2,Research Scientist,4,Married,3,20338,1,No,12,3,2,0,10,3,3,10,9,8,7,0
23,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,3,Male,99,3,Sales Representative,4,Divorced,1,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2,1
44,Travel_Rarely,921,Other,2,3,Life Sciences,1703,3,Female,96,4,Healthcare Representative,4,Married,8,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7,0
35,Travel_Frequently,146,Other,2,4,Medical,1704,1,Male,79,2,Research Scientist,4,Single,6,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,0
43,Travel_Rarely,1179,Sales,2,3,Medical,1706,4,Male,73,3,Sales Executive,4,Married,8,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8,0
24,Travel_Rarely,581,Other,9,3,Medical,1707,3,Male,62,4,Research Scientist,3,Married,5,17616,1,No,16,3,4,1,5,1,3,5,3,0,4,0
41,Travel_Rarely,918,Sales,6,3,Marketing,1708,4,Male,35,3,Sales Executive,3,Single,8,15869,1,No,12,3,2,0,10,3,3,10,8,8,7,0
29,Travel_Rarely,1082,Other,9,4,Medical,1709,4,Female,43,3,Laboratory Technician,3,Married,3,25412,9,No,17,3,3,1,9,2,3,5,3,1,2,0
36,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3,Female,51,3,Sales Representative,4,Single,5,7439,3,No,15,3,3,0,17,2,2,13,7,6,7,0
45,Non-Travel,1238,Other,1,1,Life Sciences,1712,3,Male,74,2,Healthcare Representative,3,Married,9,3395,3,No,23,4,4,1,25,3,2,23,15,14,4,0
24,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4,Male,58,1,Human Resources,3,Married,1,11585,1,No,11,3,3,1,1,2,3,1,0,0,0,1
47,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3,Male,82,1,Sales Executive,3,Married,9,24164,7,No,11,3,3,0,25,3,1,23,5,14,10,1
26,Travel_Rarely,390,Other,17,4,Medical,1718,4,Male,62,1,Laboratory Technician,3,Married,1,6217,1,No,15,3,3,3,3,3,4,3,2,0,2,0
45,Travel_Rarely,1005,Other,28,2,Technical Degree,1719,4,Female,48,2,Research Director,2,Single,10,17119,1,No,11,3,3,0,21,2,3,21,6,8,6,0
32,Travel_Frequently,585,Other,10,3,Life Sciences,1720,1,Male,56,3,Research Scientist,3,Married,4,17360,6,No,13,3,1,1,10,3,2,5,2,1,3,0
31,Travel_Rarely,741,Other,2,4,Life Sciences,1721,2,Male,69,3,Laboratory Technician,3,Married,4,18103,1,No,14,3,4,1,6,2,4,5,2,0,3,0
41,Non-Travel,552,Human Resources,4,3,Human Resources,1722,3,Male,60,1,Human Resources,2,Married,7,20794,6,No,19,3,2,1,10,4,3,3,2,1,2,0
40,Travel_Rarely,369,Other,8,2,Life Sciences,1724,2,Female,92,3,Manufacturing Director,1,Married,7,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0,0
24,Travel_Rarely,506,Other,29,1,Medical,1725,2,Male,91,3,Laboratory Technician,1,Divorced,4,3622,1,No,13,3,2,3,6,2,4,6,2,1,2,0
46,Travel_Rarely,717,Other,13,4,Life Sciences,1727,3,Male,34,3,Healthcare Representative,2,Single,6,9697,6,No,14,3,4,0,19,3,3,10,7,0,9,0
35,Travel_Rarely,1370,Other,27,4,Life Sciences,1728,4,Male,49,3,Manufacturing Director,3,Married,7,5151,2,No,16,3,2,1,17,3,3,7,7,0,7,0
30,Travel_Rarely,793,Other,16,1,Life Sciences,1729,2,Male,33,3,Research Scientist,4,Married,3,3811,1,No,12,3,2,1,10,2,2,10,0,0,8,0
47,Non-Travel,543,Sales,2,4,Marketing,1731,3,Male,87,3,Sales Executive,2,Married,6,3536,7,No,11,3,4,1,4,3,1,1,0,0,0,0
46,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3,Male,74,3,Sales Executive,4,Divorced,9,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3,0
36,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2,Male,96,2,Sales Executive,1,Divorced,7,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2,1
32,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,1,Male,34,1,Sales Executive,2,Single,7,12147,6,No,15,3,2,0,10,2,3,0,0,0,0,1
23,Travel_Rarely,160,Other,4,1,Medical,1735,3,Female,51,3,Laboratory Technician,2,Single,3,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,0
31,Travel_Frequently,163,Other,24,1,Technical Degree,1736,4,Female,30,3,Manufacturing Director,4,Single,6,6670,2,No,20,4,4,0,9,3,2,5,4,1,4,0
39,Non-Travel,792,Other,1,3,Life Sciences,1737,4,Male,77,3,Laboratory Technician,4,Married,7,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8,0
32,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,4,Male,80,1,Sales Executive,3,Married,8,3840,3,No,13,3,3,1,10,2,1,4,3,0,2,0
40,Travel_Rarely,611,Sales,7,4,Medical,1740,2,Male,88,3,Manager,2,Single,10,4349,1,No,14,3,2,0,21,3,2,21,8,12,8,0
45,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3,Female,56,1,Human Resources,3,Married,8,6595,4,No,21,4,3,2,9,2,4,5,0,0,3,0
30,Travel_Frequently,1312,Other,2,4,Technical Degree,1745,4,Female,78,2,Research Scientist,1,Single,6,26427,0,No,16,3,4,0,10,2,3,9,7,0,7,0
24,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1,Male,59,3,Human Resources,4,Married,1,2097,0,No,14,3,4,1,3,2,3,2,2,2,1,0
30,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3,Female,66,2,Human Resources,4,Divorced,1,9732,6,No,11,3,3,1,6,0,2,4,2,1,2,1
31,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,1,Male,51,3,Sales Executive,3,Married,8,20943,1,No,19,3,3,1,6,3,3,5,2,0,2,0
27,Travel_Rarely,1054,Other,8,3,Medical,1751,3,Female,67,3,Research Scientist,4,Single,4,6152,1,No,11,3,3,0,6,5,2,6,2,1,4,0
29,Travel_Rarely,428,Sales,9,3,Marketing,1752,2,Female,52,1,Sales Representative,2,Single,3,14630,1,No,13,3,3,0,2,3,3,2,2,2,2,1
29,Travel_Frequently,461,Other,1,3,Life Sciences,1753,4,Male,70,4,Healthcare Representative,3,Single,7,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,0
30,Travel_Rarely,979,Sales,15,2,Marketing,1754,3,Male,94,2,Sales Executive,1,Divorced,8,3088,2,No,11,3,1,1,12,2,3,7,7,1,7,0
34,Travel_Rarely,181,Other,2,4,Medical,1755,4,Male,97,4,Research Scientist,4,Married,3,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2,0
33,Non-Travel,1283,Sales,2,3,Marketing,1756,4,Female,62,3,Sales Executive,2,Single,6,10697,8,No,15,3,4,0,13,2,2,11,7,1,7,0
49,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4,Female,80,3,Sales Executive,4,Single,5,8191,3,No,12,3,3,0,8,1,4,5,1,0,4,0
33,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1,Female,74,3,Sales Executive,1,Single,8,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,1
38,Travel_Frequently,594,Other,2,2,Medical,1760,3,Female,75,2,Laboratory Technician,2,Married,2,15963,4,No,14,3,2,1,9,4,2,6,1,0,5,0
31,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1,Male,70,3,Sales Executive,3,Married,8,19002,2,No,13,3,1,3,10,2,3,1,0,0,0,1
29,Travel_Rarely,590,Other,4,3,Technical Degree,1762,4,Female,91,2,Research Scientist,1,Divorced,1,10007,1,No,13,3,3,1,1,2,3,1,0,0,0,0
30,Travel_Rarely,305,Other,16,3,Life Sciences,1763,3,Male,58,4,Healthcare Representative,3,Married,6,9128,3,No,16,3,3,1,10,3,3,7,0,1,7,0
32,Non-Travel,953,Other,5,4,Technical Degree,1764,2,Male,65,3,Research Scientist,2,Single,3,17674,2,No,14,3,2,0,12,3,3,7,7,0,7,0
38,Travel_Rarely,833,Other,18,3,Medical,1766,2,Male,60,1,Healthcare Representative,4,Married,7,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0,0
43,Travel_Frequently,807,Other,17,3,Technical Degree,1767,3,Male,38,2,Research Scientist,3,Married,2,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0,1
